,0
 'shaking',9
 'unitedstates',9
 'coolidge',9
 'collector',9
 'watchfulness',9
 'shanghai',9
 'exploded',9
 'towers',9
 'emissions',9
 'emotion',9
 'unification',9
 'discloses',9
 'dimensions',9
 'eliminates',9
 'unreasonably',9
 'unleashing',9
 'unrealistic',9
 'serviceable',9
 'wastes',9
 'egyptian',9
 'dim',9
 'unpunished',9
 'comptroller',9
 'unproductive',9
 'extremity',9
 'discontinue',9
 'thwart',9
 'thwarted',9
 'seventy',9
 'seventyfive',9
 'elector',9
 'conveniences',9
 'convening',9
 'timetable',9
 'derogatory',9
 'congestion',9
 'offending',9
 'presentday',9
 'ripe',9
 'irish',9
 'battleship',9
 'overproduction',9
 'pillar',9
 'rebellious',9
 'ironclad',9
 'accumulations',9
 'rebate',9
 'idly',9
 'idleness',9
 'overhead',9
 'pious',9
 'overflowing',9
 'irrespective',9
 'accountants',9
 'pipeline',9
 'battery',9
 'irrevocably',9
 'irritations',9
 'roaring',9
 'mccarthy',9
 'mccain',9
 'reasonableness',9
 'pillage',9
 'overruling',9
 'battalion',9
 'inviolable',9
 'charted',9
 'chartered',9
 'messenger',9
 'perverted',9
 'interpreting',9
 'beware',9
 'recruit',9
 'petition',9
 'immeasurably',9
 'alexandria',9
 'intestine',9
 'inthe',9
 'bicentennial',9
 'overt',9
 'bickering',9
 'calamitous',9
 'recollected',9
 'memorandum',9
 'nerve',9
 'piers',9
 'nervous',9
 'ring',9
 'inviolability',9
 'rear',9
 'allocated',9
 'christendom',9
 'nonetheless',9
 'jump',9
 'juncture',9
 'housed',9
 'nor',9
 'norfolk',9
 'chip',9
 'northeast',9
 'absurdity',9
 'blight',9
 'quarrels',9
 'ambush',9
 'budgetary',9
 'horses',9
 'maneuver',9
 'kevin',9
 'manager',9
 'keystone',9
 'kicked',9
 'rumor',9
 'noticeable',9
 'buchanan',9
 'killings',9
 'blockades',9
 'nonintervention',9
 'poisoned',9
 'overburdened',9
 'rotation',9
 'businesslike',9
 'plagued',9
 'itthe',9
 'husseins',9
 'accompanies',9
 'matches',9
 'react',9
 'mastered',9
 'platforms',9
 'rationing',9
 'plausible',9
 'nobility',9
 'outraged',9
 'hundredth',9
 'humanly',9
 'bunker',9
 'plots',9
 'plotting',9
 'plundered',9
 'plymouth',9
 'blast',9
 'rage',9
 'radically',9
 'perversion',9
 'between',9
 'rifle',9
 'castro',9
 'restlessness',9
 'replacement',9
 'pen',9
 'penetrate',9
 'inf',9
 'infamous',9
 'reparations',9
 'infection',9
 'retains',9
 'parliamentary',9
 'retaliate',9
 'afloat',9
 'retaliatory',9
 'mobilizing',9
 'retraining',9
 'informs',9
 'addicted',9
 'mix',9
 'mitigating',9
 'impracticability',9
 'mysterious',9
 'myth',9
 'misunderstand',9
 'casting',9
 'inception',9
 'riding',9
 'replies',9
 'patriotically',9
 'patrolling',9
 'adventurers',9
 'adventures',9
 'cemetery',9
 'indemnify',9
 'resourceful',9
 'adversely',9
 'passionately',9
 'advert',9
 'passamaquoddy',9
 'patterns',9
 'belgians',9
 'aerial',9
 'inclusion',9
 'partnering',9
 'mondale',9
 'catalyst',9
 'multiplying',9
 'responses',9
 'restart',9
 'affirmation',9
 'belligerence',9
 'naive',9
 'reminding',9
 'parcel',9
 'remake',9
 'refrained',9
 'integral',9
 'paine',9
 'persisted',9
 'militarism',9
 'integrated',9
 'imparted',9
 'airline',9
 'refined',9
 'milestone',9
 'airmen',9
 'intelligently',9
 'canadians',9
 'betrayal',9
 'mightiest',9
 'richness',9
 'packing',9
 'immutable',9
 'midway',9
 'reemployment',9
 'reed',9
 'cameras',9
 'interestbearing',9
 'insuperable',9
 'insufficiency',9
 'mingle',9
 'arteries',9
 'injustices',9
 'inlets',9
 'reversing',9
 'misfortunes',9
 'captives',9
 'inquired',9
 'implore',9
 'preschool',9
 'misconception',9
 'nationalities',9
 'naught',9
 'regiment',9
 'inspections',9
 'reimburse',9
 'imperil',9
 'imperialism',9
 'nay',9
 'perplexities',9
 'revulsion',9
 'instincts',9
 'instructing',9
 'regimentation',9
 'hook',9
 'pity',9
 'legislator',9
 'onesided',9
 'legend',9
 'legations',9
 'laborious',9
 'blueprint',9
 'omnipotent',9
 'bluntly',9
 'portland',9
 'broadest',9
 'onefifth',9
 'precepts',9
 'broadcasts',9
 'lacked',9
 'savagery',9
 'oas',9
 'ladder',9
 'civilservice',9
 'origins',9
 'hivaids',9
 'bail',9
 'nullify',9
 'popularity',9
 'animate',9
 'levees',9
 'animal',9
 'liquidated',9
 'heightened',9
 'boon',9
 'listed',9
 'boots',9
 'angel',9
 'preeminent',9
 'hoard',9
 'prediction',9
 'broadbased',9
 'logistics',9
 'premise',9
 'lynching',9
 'prolongation',9
 'highs',9
 'baltic',9
 'brig',9
 'samoan',9
 'baneful',9
 'promotes',9
 'kim',9
 'abhorrence',9
 'anchored',9
 'boldness',9
 'laugh',9
 'lasts',9
 'awakening',9
 'bogota',9
 'abetting',9
 'postage',9
 'looms',9
 'breeding',9
 'lag',9
 'leagues',9
 'aboard',9
 'lamentable',9
 'bombardment',9
 'breed',9
 'herds',9
 'operational',9
 'obedient',9
 'ball',9
 'bolster',9
 'ablest',9
 'prohibitory',9
 'organ',9
 'punctuality',9
 'promulgation',9
 'bounded',9
 'applauded',9
 'purchasers',9
 'brute',9
 'annul',9
 'presiding',9
 'orphans',9
 'sabine',9
 'notorious',9
 'lifts',9
 '97',9
 'heartened',9
 'homestead',9
 'heartland',9
 'barbarous',9
 'badge',9
 'scientist',9
 'appetite',9
 'punitive',9
 'mall',9
 'prayed',8
 '4500',8
 'confound',8
 'sponsors',8
 'enumerate',8
 'reins',8
 'arson',8
 'reimbursed',8
 'freeman',8
 'spouse',8
 'structural',8
 'canvass',8
 'domiciled',8
 'confining',8
 'perpetuating',8
 'minneapolis',8
 'tyrannical',8
 'dispensation',8
 'ministry',8
 'progressively',8
 'misdemeanors',8
 'conforming',8
 'repudiation',8
 'spouses',8
 'caucus',8
 'conflagration',8
 'insensible',8
 'precept',8
 'inquiring',8
 'mischiefs',8
 'freedmen',8
 'foothold',8
 'displace',8
 'logically',8
 'inspect',8
 'stride',8
 'misapprehension',8
 'unbounded',8
 'doom',8
 'enlightening',8
 'fool',8
 'comprehending',8
 'conformably',8
 'regularity',8
 'bowl',8
 'perplexity',8
 'referendum',8
 'enhances',8
 'lighthouses',8
 '1971',8
 'lima',8
 'episode',8
 'twentythree',8
 'twentyseven',8
 'dreamers',8
 'resentments',8
 'vowed',8
 'completes',8
 'exaggerate',8
 'frightening',8
 'reshape',8
 'betrays',8
 'reexamination',8
 'fittingly',8
 'intensely',8
 'drifted',8
 'sufficiency',8
 'armor',8
 'drivers',8
 'airlines',8
 '2019',8
 'lays',8
 'insurrections',8
 'praised',8
 'agriculturist',8
 '2015',8
 'relent',8
 'countenanced',8
 'evolve',8
 'insults',8
 'millionaires',8
 'projections',8
 'prerequisites',8
 'dispelled',8
 'mood',8
 'integrate',8
 'requisites',8
 'cancelled',8
 'milk',8
 'adventurous',8
 'lawn',8
 'urges',8
 'flattering',8
 'flatter',8
 'frequency',8
 'releases',8
 'profamily',8
 'caracas',8
 'preemption',8
 'pensioners',8
 'pregnant',8
 '1990s',8
 'victors',8
 'afghanistans',8
 'afghans',8
 '1992',8
 'reorganizing',8
 'stealing',8
 'steamboat',8
 'monarch',8
 'mockery',8
 'permanence',8
 '1996',8
 'inflated',8
 'distortion',8
 'mobs',8
 'distresses',8
 'steppedup',8
 'estates',8
 'ashes',8
 'perceiving',8
 'vets',8
 'deceit',8
 'modernized',8
 'fouryear',8
 'affiliation',8
 'statesthe',8
 'unbalanced',8
 'affirmatively',8
 'momentary',8
 'entitles',8
 'fountain',8
 'unconnected',8
 '53',8
 'entirety',8
 'pretexts',8
 'vietnams',8
 'peacemaking',8
 '16000000',8
 'dissenting',8
 'peacemaker',8
 'conceptions',8
 'libraries',8
 'preparedness',8
 'disservice',8
 'inequities',8
 'fortyfive',8
 'inexorable',8
 'belt',8
 'fortyeight',8
 'remuneration',8
 'afterward',8
 'forsake',8
 'performs',8
 'foreseeable',8
 'francis',8
 'stoppage',8
 'leg',8
 'initiation',8
 'remarkably',8
 'careless',8
 'violators',8
 'payrolls',8
 'perjury',8
 'vary',8
 'foreclosure',8
 'relinquishment',8
 'misinterpreted',8
 'misinformation',8
 'indisposition',8
 'paving',8
 'articulate',8
 'undercut',8
 'aeronautics',8
 'decidedly',8
 'stale',8
 'inmates',8
 'andthe',8
 'carlos',8
 'informing',8
 'squander',8
 'sternly',8
 'principals',8
 'versions',8
 'ascertainment',8
 'divergence',8
 'stifled',8
 'preeminence',8
 'stifling',8
 'fractional',8
 'representativesthe',8
 'disqualified',8
 'forgiven',8
 'indorsed',8
 'vera',8
 'twelfth',8
 'forgetting',8
 'ventures',8
 'announces',8
 'stabilizing',8
 'ethnicity',8
 'mitchell',8
 'viii',8
 'divisive',8
 'kills',8
 'lastmentioned',8
 'conqueror',8
 'pertain',8
 'thenceforth',8
 'jima',8
 'thereunder',8
 'cumulative',8
 'transcontinental',8
 'thermonuclear',8
 'pleas',8
 'cumberland',8
 'pleases',8
 'thieu',8
 'contradictory',8
 '28000000',8
 'johns',8
 '1840',8
 'unlawfully',8
 'populated',8
 'contrasted',8
 'kongo',8
 '1894',8
 'thoroughgoing',8
 'thou',8
 'em',8
 'emancipated',8
 'fabrics',8
 'thrives',8
 'embarking',8
 'transacted',8
 '1854',8
 'thugs',8
 'mary',8
 'cup',8
 '1834',8
 'blowing',8
 'reactions',8
 'terminal',8
 'reactionary',8
 'translation',8
 'faraway',8
 '1900',8
 'fanatics',8
 'labels',8
 'fanaticism',8
 'magnify',8
 '300000000',8
 '30000000',8
 'unofficial',8
 'appeasers',8
 'rash',8
 '2nd',8
 'masks',8
 'jeopardizing',8
 'theatre',8
 'arabian',8
 'expectancy',8
 'enacts',8
 'unmolested',8
 'fallout',8
 'unmistakably',8
 'jet',8
 'them'],8
 'cupidity',8
 'joyous',8
 'altering',8
 'rails',8
 '1873',8
 '1885',8
 'convict',8
 '1883',8
 'policemen',8
 'cruelly',8
 'keepers',8
 'trademarks',8
 'unify',8
 'convulsion',8
 'purporting',8
 'policing',8
 'torpedo',8
 'crowning',8
 '1882',8
 'kabul',8
 'appointees',8
 'explosive',8
 'crosses',8
 'unfulfilled',8
 'amendatory',8
 'polk',8
 'blocking',8
 '1876',8
 'tourists',8
 'purposely',8
 'toxic',8
 'emphasizing',8
 '2400',8
 'conveying',8
 'buffalo',8
 'judgement',8
 '1888',8
 'raged',8
 'controverted',8
 'tighten',8
 'tightening',8
 'emulation',8
 'knocked',8
 'bleak',8
 'embodying',8
 'copyright',8
 'jumped',8
 'knit',8
 'embolden',8
 'timidity',8
 'alzheimers',8
 'malaya',8
 'uniquely',8
 'makers',8
 'kinship',8
 'extinct',8
 'unintentional',8
 'emergence',8
 'unimportant',8
 'amazed',8
 'quicken',8
 'unimaginable',8
 'manifests',8
 'tolerant',8
 'appraise',8
 'iwo',8
 'arbitrators',8
 'porter',8
 'argentina',8
 'phased',8
 'reconsider',8
 'proportionably',8
 'landmarks',8
 'calculate',8
 'intrigues',8
 'earmarks',8
 'philanthropic',8
 'philosopher',8
 'surmounted',8
 '1820',8
 'surpass',8
 'loyally',8
 'surpassing',8
 'landscape',8
 'photo',8
 'phrases',8
 'until',8
 'lurking',8
 'recite',8
 'allayed',8
 'fertilizer',8
 'untenable',8
 'untapped',8
 'fence',8
 'unsustainable',8
 'amphibious',8
 'prosecutors',8
 'ear',8
 '1919',8
 'swallowed',8
 'boehner',8
 'fiscally',8
 'summarize',8
 'interconnected',8
 'reelected',8
 '18000',8
 'interdict',8
 'consciously',8
 'tunisia',8
 'upholds',8
 '3year',8
 'dual',8
 'rediscover',8
 '1806',8
 'anytime',8
 'caliphate',8
 'sunlight',8
 'briefing',8
 'metallic',8
 'internalrevenue',8
 'brigade',8
 'meritorious',8
 'update',8
 'excises',8
 'larry',8
 'apathy',8
 'supervising',8
 'supplanted',8
 'analogous',8
 'piety',8
 'invincible',8
 'farthest',8
 'reaped',8
 'endorsement',8
 'endlessly',8
 'pirates',8
 '1907',8
 'travelers',8
 'unsatisfied',8
 'isles',8
 'resided',8
 'placement',8
 '1901',8
 'reared',8
 'unrelated',8
 'faults',8
 'teenage',8
 'provident',8
 'teenager',8
 'transparent',8
 'teheran',8
 'realizes',8
 'providers',8
 '1829',8
 'arctic',8
 'effusion',8
 'realistically',8
 'temperature',8
 'egg',8
 'architecture',8
 'provoked',8
 'editorial',8
 'broadened',8
 'exemplified',8
 'lyndon',8
 '1913',8
 'mediator',8
 'allen',8
 'fellowmen',8
 'echoed',8
 'echoes',8
 'invoking',8
 'recede',8
 'invulnerable',8
 'symbols',8
 'federative',8
 'reborn',8
 'corridors',8
 'exhaust',8
 'prouder',8
 'meats',8
 'unsolved',8
 'correspond',8
 'irrational',8
 'lacks',8
 'taiwan',8
 'takeover',8
 'cuttingedge',8
 'talibans',8
 'irredeemable',8
 'fearing',8
 'unequaled',8
 'treasonable',8
 'disloyalty',8
 'segment',8
 'misconstruction',8
 'sabotage',8
 '1100',8
 'gentle',8
 'outcomes',8
 'hopelessness',8
 'navigate',8
 'guinea',8
 'attachments',8
 'semblance',8
 'revitalized',8
 'sentimental',8
 'selfsupporting',8
 'sleeping',8
 'nationalism',8
 'selfrestraint',8
 'discard',8
 'revising',8
 'discern',8
 'gaza',8
 'skeptical',8
 'navyyards',8
 'deterring',8
 'singled',8
 'attainments',8
 'rubber',8
 'impeded',8
 'norte',8
 'autocratic',8
 'coequal',8
 'barracks',8
 'codes',8
 'ruined',8
 'revolutionize',8
 'weighs',8
 'abstinence',8
 'guardianship',8
 'horrific',8
 'nazism',8
 'sioux',8
 '11000',8
 'guiana',8
 'weakens',8
 'holiness',8
 'beef',8
 'ordinances',8
 'impressively',8
 'cloak',8
 'designating',8
 'gallon',8
 'yard',8
 'chairs',8
 'saluting',8
 'yearsand',8
 'yellow',8
 'importers',8
 'befallen',8
 'avow',8
 'discountenance',8
 'avowedly',8
 'highlevel',8
 'adequacy',8
 'obligated',8
 'murdering',8
 'gambling',8
 'smiles',8
 '90000',8
 'smashed',8
 'wavering',8
 'ho',8
 'dense',8
 'wrest',8
 'numbering',8
 'waver',8
 'banners',8
 'writer',8
 'nurtured',8
 'circular',8
 '650',8
 'historys',8
 'aboriginal',8
 'adam',8
 'departing',8
 'abodes',8
 'adaptation',8
 'hotel',8
 'nonsense',8
 'murderer',8
 'goldberg',8
 'grassroots',8
 'rigor',8
 'shelling',8
 '125000',8
 'wheres',8
 'shouting',8
 'diego',8
 'austrian',8
 'shatter',8
 'whip',8
 'shun',8
 'shareholders',8
 'rocks',8
 'shutdown',8
 'austrohungarian',8
 'rode',8
 'outright',8
 '800000',8
 'shelters',8
 'overcrowded',8
 'abusive',8
 'wholehearted',8
 'delight',8
 'override',8
 'combatants',8
 'combating',8
 'risky',8
 'overlap',8
 'shopping',8
 'overhaul',8
 'diffidence',8
 'grasping',8
 'shia',8
 'shewn',8
 'delivers',8
 'achievable',8
 'shortened',8
 'robbed',8
 'robbery',8
 'newfoundland',8
 'commandant',8
 'negotiator',8
 '8000000',8
 'severed',8
 'commentary',8
 'attest',8
 'grips',8
 'silicon',8
 'noncombatants',8
 'grocery',8
 'wishing',8
 'grossly',8
 'hudsons',8
 'rifles',8
 'simplification',8
 'richly',8
 '7000000',8
 'noncommunist',8
 '70000',8
 'impart',8
 'acquitted',8
 'growers',8
 'immune',8
 'baseless',8
 'owns',8
 'seward',8
 'dictation',8
 'sicilies',8
 'collateral',8
 'outposts',8
 'rogers',8
 'sidelines',8
 'outpost',8
 'greeks',8
 'dialogue',8
 'acquaint',8
 'humor',8
 'noise',8
 'signatories',8
 'demise',8
 'gloomy',8
 'acquaintance',8
 'signify',8
 'yorktown',8
 'columnists',8
 'hello',8
 'companys',8
 'pastors',8
 'depressions',8
 'fullscale',8
 'cleaned',8
 'civility',8
 'wageworkers',8
 'restaurant',8
 'fun',8
 'inconsistency',8
 'derangement',8
 'ofour',8
 'sordid',8
 'sasha',8
 'multitudes',8
 'onetenth',8
 'hastened',8
 'restaurants',8
 'balkans',8
 'discreditable',8
 'sanity',8
 'youthful',8
 'resuming',8
 'scrutinize',8
 'schooling',8
 'deepened',8
 'oftentimes',8
 'fueled',8
 'cleareyed',8
 'scare',8
 '5m',8
 'scared',8
 'admittedly',8
 'haven',8
 'deduct',8
 'olympics',8
 'omissions',8
 'havoc',8
 'clearance',8
 'hay',8
 'discriminatory',8
 'deployments',8
 'warehouse',8
 'seasonably',8
 '6000000',8
 'passages',8
 '600000000',8
 'sovereignties',8
 'sovereigns',8
 'scholar',8
 'obstinate',8
 'inches',8
 'cemented',8
 'incorporating',8
 'depots',8
['members',8
 'inaccurate',8
 'assigning',8
 'descended',8
 'adhesion',8
 'sectarian',8
 'certify',8
 'hideous',8
 'secretarys',8
 '1956',7
 'thin',7
 'grenades',7
 '1838',7
 'tale',7
 'neverending',7
 'battlefront',7
 'thirds',7
 'thirtyseven',7
 'thirteenth',7
 'rampant',7
 'countrythe',7
 'humanitys',7
 'ranges',7
 'approves',7
 'thirtyfive',7
 '1841',7
 'buoys',7
 'romney',7
 '1989',7
 'colin',7
 'romania',7
 'jesse',7
 'authoritatively',7
 'buren',7
 'heeded',7
 'shades',7
 'consulate',7
 'collapsing',7
 'preventable',7
 'lisbon',7
 'prelude',7
 'depot',7
 'escort',7
 'thenceforward',7
 'plead',7
 'hungarian',7
 'bureaucracies',7
 'hung',7
 'jobkilling',7
 '1988',7
 'thirtysix',7
 'envision',7
 'ralph',7
 '96',7
 'cracking',7
 'irony',7
 'outlets',7
 'blanket',7
 'deported',7
 'lithuania',7
 'entail',7
 'leonard',7
 '1855',7
 'embedded',7
 '1999',7
 'olympic',7
 'noncommissioned',7
 '1953',7
 'hudson',7
 'widest',7
 'huddled',7
 'federalism',7
 'poet',7
 'estrangement',7
 'sever',7
 'wither',7
 'brandnew',7
 'buys',7
 'economist',7
 'joke',7
 'accusation',7
 'heck',7
 'jose',7
 'grieving',7
 'roosevelts',7
 'feasibility',7
 'cheer',7
 'tafthartley',7
 'neutralization',7
 'offensives',7
 'contributor',7
 'literal',7
 'unsold',7
 'elusive',7
 'accelerating',7
 'plunge',7
 'journeyed',7
 'pricing',7
 'devolving',7
 'thrilled',7
 'marches',7
 'gripped',7
 'tho',7
 'hebrew',7
 'shah',7
 'licenses',7
['ladies',7
 'idaho',7
 'eradicated',7
 'eradication',7
 'nigeria',7
 'billy',7
['madam',7
 'shell',7
 'itis',7
 'reaffirming',7
 'unbiased',7
 '1984',7
 'matthew',7
 'entrust',7
 'fascists',7
 'plainest',7
 'bipartisanship',7
 'mccormack',7
 'tenants',7
 'chi',7
 'entrepreneurship',7
 'environmentally',7
 'robs',7
 'telegrams',7
 'teamwork',7
 'covert',7
 'unremitting',7
 'rob',7
 'delude',7
 'mayhem',7
 'lieutenants',7
 'anthem',7
 'enunciated',7
 'scrutinized',7
 'grass',7
 'reassembling',7
 'lined',7
 'paternal',7
 'shew',7
 'sdi',7
 'delusive',7
 'ardently',7
 'unreasoning',7
 'niagara',7
 'scorn',7
 'allotment',7
 'robinson',7
 'eisenhowers',7
 'ix',7
 'unprovided',7
 'pretension',7
 'curiosity',7
 'meals',7
 'authenticated',7
 'newfound',7
 'japs',7
 'th',7
 'ray',7
 'hurricanes',7
 'jealously',7
 'identities',7
 'acclaim',7
 'tangled',7
 'arabisraeli',7
 'shipbuilding',7
 'curbing',7
 'heartbreaking',7
 'boycott',7
 'hunter',7
 'jerry',7
 'marys',7
 'presses',7
 'bursting',7
 'nonessential',7
 'taxable',7
 'hurry',7
 'tentative',7
 'unprotected',7
 'allthe',7
 'chiang',7
 'graver',7
 'matchless',7
 'allude',7
 'entrepreneurial',7
 'farflung',7
 'husbandry',7
 'lightened',7
 'reacted',7
 '05',7
 'terrifying',7
 'identification',7
 'terrors',7
 'accommodated',7
 'fancied',7
 'schumer',7
 'pretenses',7
 'irrevocable',7
 'appreciative',7
 'undermining',7
 'crystal',7
 'onetime',7
 '2007',7
 'labormanagement',7
 'trauma',7
 'endangers',7
 '2008',7
 'averages',7
 'selfgoverning',7
 'providential',7
 'hastening',7
 'closeness',7
 'endowment',7
 'selfdefeating',7
 'exodus',7
 'herbert',7
 'handsome',7
 'writings',7
 '2011',7
 'averse',7
 'treasures',7
 'americorps',7
 '220',7
 'correspondents',7
 'broadband',7
 'machinations',7
 'hiv',7
 'unfailing',7
 'prohibitive',7
 'maimed',7
 'expeditionary',7
 'transcended',7
 'publishing',7
 'hatch',7
 '230',7
 'hamas',7
 'publishers',7
 'woven',7
 'transferring',7
 'kosovo',7
 'unfold',7
 'unfeigned',7
 'transpacific',7
 'holdings',7
 'prudently',7
 'unfamiliar',7
 'expansionism',7
 'coronavirus',7
 'wrath',7
 'lean',7
 'ornament',7
 'hogs',7
 'destabilizing',7
 'bombings',7
 'progrowth',7
 'boasted',7
 'pump',7
 'prominently',7
 'enfranchised',7
 'tropical',7
 'apartheid',7
 'lovers',7
 'trucking',7
 'lover',7
 '1922',7
 'lastly',7
 'climbed',7
 'sedulously',7
 'enhancing',7
 'posturing',7
 'twin',7
 'obscured',7
 '1924',7
 'promotive',7
 'lottery',7
 'sanctioning',7
 'securely',7
 'creep',7
 'excel',7
 'latino',7
 'bribery',7
 'twentyfourth',7
 'highwage',7
 'hardearned',7
 'protestant',7
 'opposes',7
 'lagged',7
 'protectorate',7
 'appalachia',7
 'exempting',7
 'lust',7
 'averting',7
 'lament',7
 'powerplants',7
 'exemplify',7
 '1936',7
 'des',7
 'banishment',7
 'enforceable',7
 'sands',7
 'harassing',7
 'apollo',7
 '1918',7
 'salutes',7
 'counseled',7
 'hijacked',7
 'yearnings',7
 'languages',7
 'triumphantly',7
 'prophets',7
 'denominations',7
 'transatlantic',7
 'lively',7
 'evans',7
 'prized',7
 'quasi',7
 'determinations',7
 'probabilities',7
 'keenly',7
 'budgeting',7
 'enmity',7
 'tonights',7
 'tonkin',7
 'emigrate',7
 'tony',7
 'hospitalization',7
 'outcompete',7
 'convulsed',7
 'guardsmen',7
 'convulsions',7
 'probation',7
